1277,1,Sevgilisiyle bulusmaya giden erkegin hangisini yaninda goturmesi hos karsilarnir?,Balon,Nazar Boncugu,Cicek,Baklava,C
1278,2,Filmlerde uzaylilar karsilastikalri dunyalilara ilk hangi mesaji verir?,Biz dostuz,Bize de bekleriz,Hepimiz kardesiz,Bakip cikacagiz,A
1279,3,Hem bir agac turu hem de divan anlaminda kullanilan kelime nedir?,Sedir,Servi,Bambu,Kayin,A
1280,4,Hangi hayvanlar ayakta uyurlar?,Deve,Keci,Inek,At,D
1281,5,Eskiden Romanya  Bulgaristan Polonya ve Macaristan gibi Dogu bloku ulkelerine baska ne denirdi?,Ucuncu Dunya Ulkeleri,Demir Perde,Buyuk Elma,Duvar Ulkeleri,B
1282,1,Kusa donmek ne zaman denir?,Kilo verince,Sac kesilince,Uykudan uyanilinca,Yagmurda islaninca,B
1283,2,Sipsak sozu hangi meslek dalinda kullanilir?,Muzisyenlik,Ascilik,Bankacilik,Fotografcilik,D
1284,3,Kisa bir sure oncesine kadar gunduz ve gece tarifesi hangi aracta olurdu?,Taksi,Vapur,Minibus,Tren,A
1285,4,Gemi ve iskelede halatin baglandigi metalden baglanmis yuvarlak malzemeye ne ad verilir?,Cima,Lomboz,Baba,Kupeste,C
1286,5,Agactan toplaninca dis kabugu yesil olan bitki nedir?,Ceviz,Cam Fistigi,Igde,Keciboynuzu,A
1287,6,TV'de dinlediginiz Bir Papamiz var anonusu hangi dilde yapilmaktadir?,Fransizca,Latince,Italyanca,Yunanca,B
1288,7,Dostoyevski'nin gencken yazdigi bir adamin St.Petersburg'da yasadigi dort gunluk aski anlatan roman hangisidir?,Beyaz Geceler,Kumarbaz,Budala,Suc ve Ceza,A
1289,8,Hereke Belediyesi'nin kapatilmasiyla Hereke adini kullanarak bir bolgesine bu adi vererek Made in Hereke etiketli halilar ureten ulke hangisidir?,Yunanistan,Finlandiya,Iran,Cin,D
1290,9,Parka hangi toplulugn giydigi kiyafete verilen isimdir?,Ruslar,Hintliler,Finler,Eskimolar,D
1291,10,Surgunde oldugu adadan kacarken suya dusup bir kopegin yuzerek hayatini kurtardigi Fransiz kimdir?,XIV. Louis,Napoleon Bonaparte,Victor Hugo,Dante,B
1292,1,Saticilar Ilk hafta sikar sonra acilir diye ne icin der?,Ayakkabi,Eldiven,Yuzuk,Sapka,A
1293,2,Eski kusagin sabah uyaninca yaptigi jimnastige ne denir?,Artistik Patinaj,Ritmik Jimnastik,Fizik Tedavi,Kulturfizik,D
1294,3,Halk arasinda kadinlara en cok yakistirilan meslek hangisidir?,Bankacilik,Avukatlik,Ogretmenlik,Mimarlik,C
1295,4,Hangi hayvanin kendine ait yuruyusu yoktur?,Ordek,Esek,Yengec,Kurbaga,B
1296,5,Hangi masalin sonunda opucuk onemli bir tema degildir?,Kurbaga Prens,Uyuyan Guzel,Kirmizi Baslikli Kiz,Pamuk Prenses,C
1297,6,Internette aradiginiz sayfa bulunamadaiginda hata mesaji olarak hangi sayi karsimiza cikar?,100,404,500,505,B
1298,7,TV'de dinlediginiz Put the Blame on Mame sarkisini Gilda filminde seslendiren oyuncu kimdir?,Grace Kelly,Elizabeth Taylor,Rita Hayworth,Marilyn Monroe,C
1299,1,Futbolla ilgelenmeyenler kac kisinin bir topun pesinden kosmasini garipserler?,11,22,50,100,B
1300,2,Eskiden ilkokullarda hangisinin kokulusu olurdu?,Tebesir,Defter,Zarf,Silgi,D
1301,3,TV'de dinlediginiz ses hangi ulasim aracina aittir?,Tir,Gemi,Tank,Kamyon,B
1302,4,Hangi hayvan barinaginin ozel bir ismi yoktur?,Kus,Tavuk,Ari,Fil,D
1303,5,Hep kendi cikarini dusunenler icin kullanilan nalinci keseri benzetmesindeki nalinci ne uretir?,Mobilya,Takunya,Sandal,Kumas,B
1304,6,80'lerde Turkiye'de uretimi fazla oldugundan protein ihtiyacini karsiladigi vurgulanarak televizyonda ozel programi olan yiyecek hangisidir?,Fasulye,Bezelye,Mercimek,Nohut,C
1305,1,Cocuklar bileklerini isirip ne yaparlar?,Balon,Cicek,Saat,Yildiz,C
1306,2,"Hayat cizgisi, akil cizgisi gibi cizgiler hangi falda gorulur?",Kahve,Tarot,Su,El,D
1307,3,Hangisi hem tatli hem de bir desen turudur?,Lokma,Revani,Helva,Baklava,D
1308,4,Ozellikle et yemeklerinde ve koftelerde tercih edilen keskin kokulu baharat hangisidir?,Safran,Corekotu,Kimyon,Sumak,C
1309,5,TV'de dinlediginiz hangi tur bir gosteriye aittir?,Opera,Muzikal,Bale,Revu,B
1310,6,Eskiden savaslarda kale kapilarini acmak icin vurulan kutuklerin basi hangi hayvanin basiyla anilirdi?,Kurt,Kaplan,Koc,Boga,C
1311,7,Unlu cocuk romani Peter Pan'in bitmeyen cocuklugunu yasadigi adanin adi nedir?,Var Olmayan Ulke,Kayip Ada,Atlantis,Liliput,A
1312,8,Adi dilimize Farsca'dan gecen ve kelime kokeninin anlami bagirmak olan hayvan hangisidir?,Karga,Fil,Kurt,Horoz,D
1313,9,II. Dunya Savasi'nda gemizi batirilan ve mahsur kaldigi adadan kurtulmak icin hindistan cevizine kazinmis mesaj gonderen kisi kimdir?,Mao Zedong,Charles de Gaulle,John F. Kennedy,Winston Churchill,C
1314,1,Hangi meyvenin cikmasi yazin habercisidir?,Elma,Incir,Erik,Uzum,C
1315,2,Saticilar taze gorunsun diye neyin uzerine sungerle su dokerler?,Mantar,Balik,Kestane,Zeytin,B
1316,3,Eskiden ogretmen yazi yazamasin diye tahtaya ne surerlerdi?,Tutkal,Sabun,Mum,Dis macunui,B
1317,4,Hangi sporda oyun kurucu elini arkasina goturup arkadaslarina taktik verir?,Basketbol,Hentbol,Voleybol,Futbol,C
1318,5,1'den 30'a kadar olan sayilari yazarken kac kez 2 yazilir?,9,10,11,13,D
1319,6,TV'de dinlediginiz ses hangi muzik aletine aittir?,Akordeon,Klarnet,Yan flut,Trompet,C
1320,7,Hangi filmin uclemesi yoktur?,Kill Bill,Karayip Korsanlari,Yuzuklerin Efendisi,Baba,A
1321,8,Dilimize gecerken degisime ugrayan cilingir sofrasindaki cilingilirin anlami nedir?,Solen veren,Kapi acan,Coban ikrami,Kucuk tabak,A
1322,1,Birisi hata yaptiginda hosgoru maksatli ne denir?,Insanlik hali,Darisi basina,Aklin yolu bir,Ellerin dert gormesin,A
1323,2,Eskiden koylerde kadinlar nerede camasir yikarlardi?,Koy cesmesinde, Kuyu basinda,Agac altinda,Dere kenarinda,D
1324,3,Birinin ermis ya da ortadan kayip oldugunu nasil soylenir?,Abayi yakmak,Kirklara karismak,Mesken tutmak,Kabina sigmamak,B
1325,4,Gitar pena'si hangi parmaklarla tutulur?,Bas Isaret,Isaret Orta,Bas Yuzuk,Yuzuk Serce,A
1326,5,TV'de dinlediginiz Take Five sarkisi hangi muzik turune aittir?,Jazz,Rock,Reggae,Blues,A
1327,6,Atletizimde 2008 Pekin Olimpiyatlari'nda 100 ve 200 m yarislarinda rekor kiran yildirim lakapli Jamaika'li atlet kimdir?,Carl Lewis,Yohan Blake,Usain Bolt,Asafa Powell,C
1328,7,Bergama  Muzesi'ni geziyorsaniz Avrupa'nin hangi sehrindesinizdir?,Berlin,Londra,Atina,Roma,A
1329,8,Gunumuzde atasozune donusmus hangi soz 1975'te bir trafik slogani yarismasinda birinci olmustur?,Erken kalkan yol alir,Acele giden ecele gider,Kaza geliyorum demez,Ruzgar eken firtina bicer,B
1330,9,Protestan din adamlarina verilen ad olan Pastor aslen hangi meslegi yapanlara verilir?,Kimyager,Sair,Sutcu,Coban,D
1331,10,"Gunumuzde Gormedim, duymadim, soylemedim seklinde kisaltilan ifade ilk kim tarafindan soylenmistir?",Jul Sezar,Konfucyus,Buda,Galileo Galilei,B
1332,1,Eve gelen misafirlerin ozellikle kiz cocuklarina cok sevildiklerini nasil soylerler?,Bizim kizimiz ol,Buyumus de kuculmus,Annesinin kizi,Cicegi burnunda,A
1333,2,Hangisi uyku getirir?,Limonata,Serbet,Yogurt,Peynir,C
1334,3,TV'de dinlediginiz jenerik muzigi hangi televizyon kanalina aittir?,ATV,TRT,IZ TV,NTV,A
1335,4,Hangi makarnaya spagetti denir?,Fiyonk,Cubuk,Burgu,Boncuk,B
1336,5,Gazete muhabiri olup telefon kulubesinde kilik degistiren kimdir?,Superman,Batman,He-man,Spiderman,A
1337,6,Hangi tatlinin kivaminin tam oldugunu anlamak icin titremesi beklenir?,Baklava,Keskul,Kunefe,Lokma,B
1338,7,"Dolce Vita, Amacord ve La Strada filmlerinin yonetmeni kimdir?",Andrey Tarkovski,Akira Kurosawa,Federico Fellini,Bernardo Bertolucci,C
1339,8,Bagdat'i almaya calismak Bagdat'in kendinden daha mi guzeldi ne diyen Osmanli padisahi kimdir?,IV. Murad,Yavuz Sultan Selim,II. Mahmud,Yildirim Bayezid,A
1340,9,Latince'de yasli adam kelimseinden turetilip bir araya gelmis Roma asilleri icin kullanilan kelime hangisidir?,Hipodrom,Konsey,Monarsi,Senato,D
1341,10,Beyindeki frontal lobun zedelenmesi hangisine neden olur?,Pot kirmak,Uyurgezerlik,Sagi-solu karistirma,Cift gorme,A
1342,2,Bir kusagin aklinda banyo utu ve Bizimkiler gunu olarak kalan gun hangisidir?,Pazar,Carsamba,Cuma,Cumartesi,A
1343,3,Halk arasinda bet kadife ve tok ne turleri icin kullanilir?,Kumas,Ses,Isik,Renk,B
1344,4,Az kisi ile oynanip ikiden fazla kalesi olan futbol oyununun adi nedir?,Japon kale,Alman kale,Tek kale,Minyatur kale,A
1345,1,Fakirin ekmegi olan duygu nedir?,Nese,Ask,Umut,Gurur,C
1346,2,Turk evlerinde klasik olarak TV'nin uzerinde ne durur?,Kristal vazo,Dantel otru,Yapma cicek,Aile fotografi,B
1347,3,Cicek sulamak icin en uygun ne zamandir?,Sabah,Oglen,Aksam,Gece,A
1348,4,Hava atisiyla baslayan spor hangisidir?,Basketbol,Tenis,Voleybol,Futbol,A
1349,5,Karsilikli konulan iki aynanin arasinda durursaniz bir aynada kac goruntu olur?,1,2,4,sonsuz sayida,D
1350,6,TV'de dinlediginiz We are the World sarkisini 1985'te unluler hangisine destek icin soylemistir?,UNICEF icin,Greenpeace icin,Afrika icin,Kutuplar icin,C
1351,1,Kime cekti boyle sozuyle kime sitem edilir?,Sevgili,Gelin,Kardes,Cocuk,D
1352,2,Balik yedikten sonra hangi tatlinin yenmesi adettendir?,Sutlac,Kazandibi,Ekmek kadayifi,Helva,D
1353,3,Galatasaray'in ablemindeki G harfi ne renktir?,Sari,Kirmizi,Lacivert,Siyah,B
1354,4,"Osmanli, Ergeli hangi meyvenin turleridir?",Portakal,Cilek,Elma,Kiraz,B
1355,1,Oldu da bitti masallah sozu neden sonra soylenir?,Bosanma,Sunnet,Askerlik,Ameliyat,B
1356,2,Alisveriste esnaf ne diye musteriye indirim yapar?,Gule gule kullanin,Caniniz sagolsun,Olsa dukkan sizin,Ayaginiz alissin,D
1357,3,TV'de dinlediginiz muzik hangisine aittir?,Fener alayi,Koro,Bando,Mehter,C
1358,4,Hangi yiyecek bir hayvanla ozdes degildir?,Havuc,Muz,Ciger,Zeytin,D
1359,5,Gectigimiz gunlerde hangi banknotun rengi degisti?,5 TL,10 TL,50 TL,100 TL,A
1360,6,Hesap makinesi ekraninda sayiliari hangi tus sifirlar?,MR,AC,Ok,Sifir,B
1361,7,Aydinlanma caginin filozoflarindan olan Candide ya da Iyimserlik kitabinin yazari kimdir?,Descartes,Montaigne,Voltaire,Balzac,C
1362,8,16 yuzyil boyunca baskent kalan sehir nedir?,Atina,Kudus,Kahire,Istanbul,D
1363,9,Eserlerin denetlenmesi anlamindaki sansur kelimesi eski Roma'da hangi isi yapanlardan gelmistir?,Kamu gorevlisi,Din adami,Tercuman,Tarihci,A
1364,1,Bir olayin isleyisine hayret edildiginde hangisine can veren Allah'im diye soze baslanir?,Cicege,Yumurtaya,Topraga,Karincaya,B
1365,1,Cicim aylari hangisi icin kullanilir?,Evlilik,Yaz tatili,Mezuniyet,Hamilelik,A
1366,2,90'larda TV programlarina istek sarki ve mesajlar ne ile gonderilirdi?,Telgraf,Telsiz,Cagri cihazi,Faks,D
1367,3,Degerini ve verilen emegi vurgulamak icin bunu dokuyan kiz kor oldu diye satilan esya nedir?,Havlu,Kumas,Perde,Hali,D
1368,4,Mektup yazan kisinin adi ve soyadi kural olarak zarfin neresine yazilir?,Sag ust,Sol ust,Sag alt,Sol alt,B
1369,5,Tepeden sallanan uzerindeki mink aynalar sayesinde rengarenk olan toplar nerededir?,Disko,Muze,Tiyatro,Sirk,A
1370,6,Yer cekimi yasasina gore ayni anda ayni mesafeden birakilan elma ile karpuzdan hangisi once yere duser?,Elma,Karpuz,Ayni anda,Yukseklige gore degisir,C
1371,7,TV'de dinlediginiz konusmayi yapan Bir Bilim adaminin romani ve Korkuyu beklerken romanlarinin yazari kimdir?,Vedat Turkali,Sabahattin Ali,Oguz Atay,Yusuf Atilgan,C
1372,8,Sirpcadan dilimize gecen hangi unvan hukumdar Sarlman'in adindan uretilmistir?,Car,Sovalye,Kont,Kral,D
1373,1,Halk arasinda kulagin cinlamasi neye yorulur?,Para gelecegine,Kismetin acilacagina,Birinin sizi andigina,Misafir gelecegine,C
1374,2,Hangisi ozellikle koy dugunlerinde vazgecilmezdir?,Havai fisek,Top atisi,Davul zurna,Bando,C
1375,3,Eskiden ogrenciler ateslerini cikarip okuldan eve gitmek icin neyi yutmaya razi olurlardi?,Leblebi tozu,Kalem ucu,Tebesir tozu,Murekkep,C
1376,4,Tavlada oyun bittiginde karsidakini mars etmek icin kac tasinizi toplatmis olmalisiniz?,0,1,2,3,A
1377,1,Cocuklarin susarak oynadigi oyun hangi komutla baslar?,Sobe,Istop,Tip,Boz,C
1378,2,Dugunlerde gelinin arkasina attigi ve yakalayanin yakinda evlenecegine inanilan nedir?,Duvak,Alyans,Buket,Evlilik cuzdani,C
1379,4,Bir sokakta bina numaralarinin artarak devam ettigi yonde ilerliyorsaniz saginizda hangi sayilar bulunur?,Tek,Cift,Tek basamakli,Iki basamakli,B
1380,5,TV'de dinlediginiz sive hangi yoreye aittir?,Ege,Trakya,Karadeniz,Dogu Anadolu,A
1381,6,Ismi dogru yazilan ulke hangisidir?,Ukranya,Moldovya,Zamibya,Cad,D
1382,7,Adam Fewer'in ana karakterin yetenegi ve tahminleri ile gelecegi gordugu bilim kurgu ramani hangisidir?,Sofie'nin Dunyasi,Olasiliksiz,Da Vinci Sifresi,Secret,B
1383,1,Ozel isler icin kullanilmasi yasak araclar neye mahsustur?,Mecburi Hizmete,Resmi Hizmete,Sosyal Hizmete,Umumi Hizmete,B
1384,2,Eskiden kimlik kaybedilince ilk once ne yapilirdi?,Saglik raporu alinirdi,Gazeteye ilan verilirdi,Arama emri cikarilirdi,Imza toplanirdi,B
1385,3,Eskiden sarkici olup album yapmak isteyenler ilk nereye giderdi?,Tahtakale,Kumkapi,Unkapani,Kapalicarsi,C
1386,4,Kibrit coplerinden uc adet yanyana kare elde etmek icin en az kac cop kullanilir?,8,10,12,14,B
1387,5,TV'de dinlediginiz ses kimlere ait dansin muzigidir?,Yunanlilara,Hintlilere,Eskimolara,Kizilderililere,D
1388,6,Bulundugunuz yerde geleneksel olarak caya sut koyuluyorsa hangi ulkedesinizdir?,Ingiltere,Almanya,Rusya,Italya,A
1389,7,"Orhan Veli ve Melih Cevdet Anday'la birlikte Garip Akimi'ini kuran Yasayip Olmek, Ask ve Avarelik uzerine eseriyle taninan sair kimdir?",Fazil Husnu Daglarca,Behcet Necatigil,Oktay Rifat,Tevfik Fikret,C
1390,8,"Luleburgaz, Burgazada gibi yerlesim yerlerinde gecen burgaz kelimesinin anlami nedir?",Liman,Hisar,Magara,Burun,B
1391,9,Yunan mitolojisindeki hikayede Gunes'in arabasini calip kaza yapan oglu adini hangi araca vermistir?,Ambulans,Fuze,Fayton,Kamyon,C
1392,10,Neil Armstrong ile birlikte Ay'a giden Charles Duke Ay'da hangisini birakmistir?,Ailesinin fotografini,El radyosu,Dedesinin saati,Beyzbol topu,A
1393,1,Yazin Dogu'da genellikle nerede uyunur?,Damda,Avluda,Cesme basinda,Kapi onunde,A
1394,2,Eski kusak hangisinin kesintisiini cereyan gitti diyerek ifade eder?,Su,Elektrik,Dogalgaz,Telefon,B
1395,3,Ismini bulundugu bolgedeki bitkiden alan ilce hangisidir?,Soke,Luleburgaz,Safranbolu,Lapseki,C
1396,4,Gomlek hediye edecegeniz arkadasinizin bedeni 40'sa hangi beden almalisiniz?,S,M,L,XL,B
1397,1,Biz biliyoruz da mi oynuyoruz hangisi icin solenir?,Seksek,Saklambac,Satranc,Oyun havasi,D
1398,2,Uzerinde Cevree verdigimiz rahatsizliktan oturu ozur dileriz yazan ne duvaridir?,Disko,Insaat,Stadyum,Sinema,B
1399,3,Eskiden hangisine ip baglanarak dis cekilirdi?,Agac dali,Araba lastigi,Masa ayagi,Kapi kolu,D
1400,4,Hangi meslek calisanlari icin yuruyus yarismasi yapilir?,Postaci,Itfaiyeci,Polis,Zabita,A
1401,5,TV'de dinlediginiz ses hangisinin yapimini anlatmaktadir?,Makreme,Ikebana,Origami,Zen bahcesi,C
1402,6,Humus hangi bakliyatla yapilir?,Irmik,Bakla,Nohut,Bulgur,C
1403,7,Cinayetten tutuklanip defalarca deneyip kacmai basaran Henri Charriere'nin hayatini anlattigi filmi de olan kitap hangisidir?,Kelebek,Marti,Mente Kristo Kontu,Martin Eden,A
1404,8,Bir donem komunizm cagrisimi yapiyor diye TRT'de yasaklanan sarki hangisidir?,Kaybolan Yillar,Kan ve Gul,Hayat Bayram Olsa,Kanusamiyorum,C
1405,1,Manavda secilirken vurarak sesine bakilan meyve hangisidir?,Portakal,Ayva,Nar,Karpuz,D
1406,2,Banyoda cok uzun kalanlarin ne yaptigi soylenir?,Buharlastigi,Kirklandigi,Agardigi,Citilendigi,B
1407,3,Bilgisayar ve televizona baglanarak kullanilan eskiden adina oyun salonu da olan oyun konsolu hangisidir?,Atari,Gameboy,Tilt,Tetris,A
1408,4,Eskiden kullanilan teksir makinesi hangi aletin islevini gorurdu?,Printer,Faks,Hesap makinesi,Fotokopi makinesi,D
1409,5,Denizcilikteki Kiyilar mutedil aciklar kaba dalgali sozundeki mutedil ne demektir?,Iliman,Sisli,Puslu,Siddetli,A
1410,6,Kredi kartinin arkasindaki guvenlik kodunun kisaltmasi nedir?,PVC,CSC,CVC,SCC,C
1411,7,TV'de dinlediginiz turkuyu kim seslendirmektedir?,Ali Ekber Cicek,Yavuz Bingol,Izzet Altinmese,Kubat,A
1412,8,Beyindeki talamusun zarar gormesiyle bir elin kontrolden cikip etraftakileri tokatlayabildigi rahatsizligin adi nedir?,Ozgur el sendromu,Yabanci el sendromu,Bilincsiz el sendromu,Huzursuz el sendromu,B
1413,1,Cizgi romanlarda ben var gitmek diye konusan Vahsi bati karakteri kimdir?,Japon,Eskimo,Hintli,Kizilderili,D
1414,2,Alisilmadik ad ve soyadlar kimin hatasidir?,Ogretmenin,Ailenin,Nufus memurunun,Hemsirenin,C
1415,3,Kravatin baglanan kisminin hangi sekli almasi istenir?,Yuvarlak,Kare,Dikdortgen,Ucgen,D
1416,4,60'lik 90'lik 120'lik neyin turleridir?,Teyp kasedi,Nevresim olcusu,Orgu sisi,Tas plak,A
1417,5,TV'de dinlediginiz ses hangi muzik aletine aittir?,Trompet,Viyolonsel,Klarnet,Saksafon,D
1418,6,Avrupa'nin en onemli liglerinden La Liga hangi ulkenindir?,Ingiltere,Ispanya,Fransa,Italya,B
1419,7,Ingiliz Guvenlik Servisi'nin kitaplardaki bilgilerin teskilattan sizdirildigindan  suphelendigi Sark Ekspresi'nde Cinayet Kitabinin yazari kimdir?,Agatha Christie,Arthur ConanDoyle,Ian Fleming,Jean Christophe Grange,A
1420,8,1863'te yaptigi konusmada Halkin halk tarafindan halk icin yonetimi sozleri ile tarihe gecen kisi kimdir?,Napolean Bonaparte,Abraham Lincoln,Winston Churchill,Friedrich Engels,B
1421,9,Italyanca'dan dilimize gecen firtina kelimesinin anlami nedir?,Nefes,Kader,Surat,Kuvvet,B
1422,10,Eskimolarin kendi dillerinde kendilerine verdikleri Inuit'in anlami nedir?,Sogukkanli,Balik yiyen,Beyaz,Insan,D
1423,1,Konusma tikandiginda insanlar neden bahsetmeye baslarlar?,Havadan sudan,Kurttan kustan,Konu komsudan,Cali cirpidan,A
1424,2,Kucuk fakat kullanisli ve sirin olan evler neye benzer?,Boncuk,Kese,Kutu,Sepet,C
1425,3,Sabah 9'u gosterdiginde akrep 180 derece yol alinca saat kac olur?,12:00,15:00,18:00,21:00,B
1426,4,Hangisi dogru yazilmistir?,Tazyik,Tazzik,Tayzik,Tazik,A
1427,5,Dari neyin diger adidir?,Pirinc,Mercimek,Misir,Nohut,C
1428,6,Basketbolda hakemin kollarini capraz sekilde gogsunde birlestirmesi ne anlama gelir?,Oyuncu degisikligi,Mola,Faul,Mac bitti,A
1429,1,Turkiye'de arabasina zarar gelmesini istemeyenler genellikle neyi yanlis yazar?,Masallah,Insallah,Alimallah,Estagfurullah,A
1430,2,Cayin rengini ifade eden sozde ne kani denir?,Tavsan,Ari,Tavuk,KEci,A
1431,3,Antik Romalilar genelde yan yatip ne yerken resmedilmistir?,Nar,Uzum,Cilek,Elma,B
1432,4,Ebru nereye yapilir?,Duvara,Suya,Tahtaya,Tuvale,B
1433,5,TV'de dinlediginiz Boyle Buyurdu Zerdust bolumunu kim okumustur?,Okan Bayulgen,Yilmaz Erdogan,Coskun Aral,Can Dundar,A
1434,6,"Oyun kagidi askerler, siritan bir kedi ve deli sapka saticisi nerede yasar?",Sherwood Ormanlari,Gotham Sehri,Kripton Gezegeni,Harikalar Diyari,D
1435,7,Buhranli bir cocuckluk donemi geciren Yureginin Goturdugu Yere Git'in yazari kimdir?,Paulo Coelho,Amin Maalouf,Susanna Tamaro,Italo Calvino,C
1436,8,Hangisi kural olarak erkeklere verilen bir unvandir?,Kontes,Duses,Mihrace,Markiz,C
1437,9,Mizantroplar hangisidnen nefret ederler?,Teknoloji,Ayna,Insan,Palyaco,C
1438,1,"Elma, domates gibi yiyeceklerin kabuklarini soymak isteyen cocuklara anneleri ne der?",Arkandan aglar,Vitamini kabugunda,Ekmeksiz ye,Kalk yerine yat,B
1439,2,Eskiden merdanelisi olan ev esyasi nedir?,Camasir makinesi,Buzdolabi,Firin,Bulasik makinesi,A
1440,3,Takim yildizi Buyuk ayi ilkokulda ogretilirken neye benzetilirdi?,Caydanlik,Cezve,Utu,Tabak,B
1441,4,Bir gorilin sevdigi kadini kacirip Empire State'a tirmandigi film nedir?,Godzilla,King Kong,Hulk,Batman,B
1442,5,TV'de dinlediginiz ses hangi meslegi yapan birine aittir?,Simultane tercuman,Zabit katibi,Rehber,Muzayedeci,A
1443,6,Turkiye'de evlilik cuzdanin ustunde ne yazar?,Nikah cuzdani,Nikah defteri,Aile kimligi,Aile cuzdani,D
1444,1,Acilmamakta israr eden kapak hangisine aittir?,Kavanoz,Tuzluk,Gazoz sisesi,Zeytinyagi sisesi,A
1445,2,Ne diyecegini unutanlara nasil saka yapilir?,Kendini de unutsaydin,Demek ki yalanmis,Benden laf cikmaz,Sorun sende degil bende,B
1446,3,Hangi sehrin ismi ile anilan meyva yoktur?,Malatya,Amasya,Diyarbakir,Istanbul,D
1447,4,Genllikle agir oldugu icin nehirde tasiann kesilmis agacin silindir seklindeki govdesine ne denir?,Sunta,Kozalak,Kovuk,Tomruk,D
1448,5,TV'de dinlediginiz turkunun adi nedir?,Cay elinden oteye,Hey gidi karadeniz,Dere geliyor dere,Macka yollari tasli,A
1449,6,Uzun yillar ilkokul birinci sinifta okutulan Alfabe'nin kapauinda Ataturk hangi manevi kiziyla yer almistir?,Sabiha Gokcen,Afet Inan,Ulku Adatepe,Makbule Atadan,C
1450,7,Genc bir kizin posta kutusunda Kimsin sen yazili bir kart bulmasiyla felsefe tarihini ogrendigi roman hangisidir?,Sofie'nin Dunyasi,Zar Adam,Simyaci,Telihsiz Seruvenler Dizisi,A
1451,8,1923'te Sehzadebasi'ndaki Letafet Apartmani'nda kurulan kurum hangisidir?,Gazeteciler Cemiyeti,TUBITAK,MIT,Turkiye Futbol Federasyonu,D
1452,1,Denize giren kisiden suyun derinligini anlamak icin ne yapmasi istenir?,Kulac Atmasi,Amuda Kalkmasi,Boy Vermesi,Tas Cikarmasi,C
1453,2,Pilav ustu az kuru siparisinde kuru ile ne kastediyorsunuzdur?,Doner,Kayisi,Nohut,Fasulye,D
1454,3,HAngi hayali karakterin cantasi sadece Turkiye'de bir canta turune adini vermistir?,Red Kit,Sherlock Holmes,Tenten,James Bond,D
1455,4,TV'de dinlediginiz konusma hangi futbolcuya aittir?,Ridvan Dilmen,Tanju Colak,Sergen Yalcin,Hakan Sukur,C
1456,5,Sevgilinize cesm-i siyahim derseniz nesini ovmus olursunuz?,Saclarini,Gozlerini,Kaslarini,Dudaklarini,B
1457,6,Eskiden bir kol yardimiyla cevrilerek kullanilan alet hangisiydi?,Fotograf makinesi,Hesap makinesi,Elektrik supurgesi,Semaver,B
1458,7,Goriot Baba ve Vadideki Zambak kitaplarinin yazari kimdir?,Honore de Balzac,Simone de Beauvoir,Marcel Proust,Anton Cehov,A
1459,8,Dilimize Arapca'dan gecen kibritin o dildeki anlami nedir?,Mesale,Kivilcim,Kukurt,Barut,C
1460,1,Alkol aldik mi gencler sorusunu kim sorar?,Ogretmen,Polis,Hakim,Muhtar,B
1461,2,Hayatin gecici oldugunu vurgulamak isterken dunyanin kime bile kalmadigi soylenir?,Sultan Suleymana,Sultan Selime,Fatihe,Abdilhamite,A
1462,3,TV'de dinlediginiz ses hangi hayvanin kavgasinindir?,Kopek,Kus,Kedi,Kurbaga,C
1463,4,Uzun sure kostuktan sonra hissedilen agrinin hangi organin sismesiyle ilgili oldugu soylenir?,Dalak,Mide,Bobrek,Karaoiger,A
1464,5,Eskiden hangisinde kagit etiket olurdu?,Ekmek,Yumurta,Karpuz,Simit,A
1465,6,Uzakdogu adini nereye uzak olusundan alir?,Amerika'ya,Kutuplar'a,Avrupa'ya,Afrika'ya,C
1466,7,"Bosuna cekilmedi bunca acilar, Istanbul bekle bizi dizelerinin de yer aldigi 27 Mayisi anlatan Vedat Turkali romani hangisidir?",Bir Dugun Gecesi,Bir Gun Tek Basina,Gulunun Soldugu Aksam,47'liler,B
1467,1,Kac gosteriyorum genellikle hangisi sorulunca verilen cevaptir?,Yas,Boy,Kilo,Ayakkabi Numarasi,A
1468,2,"Bir sabah 3 km kosu alistirmasi vardi, biz de tam techizat gittik diye anlatilan ne anisidir?",Izci Kampi,Yaz Okulu,Sporn Antrenmani,Askerli,D
1469,3,Uyuyarak gecmeyen yorgunluk gibi rahatsizliklar hangi mevsimle iliskilendirilir?,Ilkbahar,Yaz,Sonbahar,Kis,A
1470,4,Izci selami kac parmakla verilir?,2,3,4,5,B
1471,5,TV'de dinlediginiz muzik hangi dildedir?,Arapca,Rusca,Hintce,Cince,C
1472,6,Hangi agac kozalak vermez?,Ladin,Selvi,Sedir,Ihlamur,D
1473,7,6.his Isaretler ve Koy filmlerinin yonetmeni kimdir?,David Lynch,Christopher Nolan,Night Shyalaman,Ang Lee,C
1474,8,"Rock muzik hayrani olup Rolling Stones'u davet eden, Kremlin'i telefonla iskettigi soylenen Vaclav Havel hangi ulkenin lideriydi?",Yugoslavya,Cekoslavakya,Hollanda,Isvicre,B
1475,9,Ilkinin oldugu yil ikincisinin dogdugu yil olan efsanevi bilim adamlari ikilisi hangileridir?,Albert Einstein-Stephen Hawking,Gllileo Gallilei-Isaac Newton,Blaise Pascal-Charlse Darwin,Farabi-Ibn-i Sina,B
